from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
9022012080860005,9022012080860005,1,,121120000304899294,121120000304891893
9022012080860005,9022012080860005,1,,121120000304899444,121120000304891919
9022012080860005,9022012080860005,1,,121120000304899923,121120000304891043
9022012080860005,9022012080860005,1,,121120000304900422,121120000304891225
9022012080860005,9022012080860005,1,,121120000304900615,121120000304861868
9022012080860005,9022012080860005,1,,121120000304900615,121120000304890966
9022012080860005,9022012080860005,1,,121120000304900654,121120000304890983
9022012080860005,9022012080860005,1,,121120000304900730,121120000304891017
9022012080860005,9022012080860005,1,,121120000304901628,121120000304861462
9022012080860005,9022012080860005,1,,121120000304902128,121120000304861747
9022012080860005,9022012080860005,1,,121120000304899094,121120000304860762
9022012080860005,9022012080860005,1,,121120000304899394,121120000304860990
9022012080860005,9022012080860005,1,,121120000304899999,121120000304862124
9022012080860005,9022012080860005,1,,121120000304900881,121120000304861932
9022012080860005,9022012080860005,1,,121120000304901328,121120000304861234
9022012080860005,9022012080860005,1,,121120000304901478,121120000304861348
9022012080860005,9022012080860005,1,,121120000304902078,121120000304891304
9022012080860005,9022012080860005,1,,121120000304894339,121120000304891613
9022012080860005,9022012080860005,1,,121120000304894589,121120000304862914
9022012080860005,9022012080860005,1,,121120000304894639,121120000304891667
9022012080860005,9022012080860005,1,,121120000304894789,121120000304891694
9022012080860005,9022012080860005,1,,121120000304895089,121120000304891748
9022012080860005,9022012080860005,1,,121120000304896689,121120000304891586
9022012080860005,9022012080860005,1,,121120000304896989,121120000304891640
9022012080860005,9022012080860005,1,,121120000304899144,121120000304891867
9022012080860005,9022012080860005,1,,121120000304899961,121120000304891069
9022012080860005,9022012080860005,1,,121120000304900114,121120000304861177
9022012080860005,9022012080860005,1,,121120000304900114,121120000304891121
9022012080860005,9022012080860005,1,,121120000304900230,121120000304861291
9022012080860005,9022012080860005,1,,121120000304900345,121120000304861405
9022012080860005,9022012080860005,1,,121120000304900345,121120000304891199
9022012080860005,9022012080860005,1,,121120000304900461,121120000304861519
9022012080860005,9022012080860005,1,,121120000304900576,121120000304861633
9022012080860005,9022012080860005,1,,121120000304900576,121120000304891277
9022012080860005,9022012080860005,1,,121120000304900692,121120000304861996
9022012080860005,9022012080860005,1,,121120000304900692,121120000304891000
9022012080860005,9022012080860005,1,,121120000304901978,121120000304861690
9022012080860005,9022012080860005,1,,121120000304902278,121120000304861804
9022012080860005,9022012080860005,1,,121120000304902278,121120000304891331
9022012080860005,9022012080860005,1,,121120000304902378,121120000304862252
9022012080860005,9022012080860005,1,,121120000304902828,121120000304862444
9022012080860005,9022012080860005,1,,121120000304902978,121120000304862508
9022012080860005,9022012080860005,1,,121120000304903028,121120000304891412
9022012080860005,9022012080860005,1,,121120000304903128,121120000304862572
9022012080860005,9022012080860005,1,,121120000304902528,121120000304862316
9022012080860005,9022012080860005,1,,121120000305683894,121120000305568563
9022012080860005,9022012080860005,1,,121120000305684092,121120000305568856
9022012080860005,9022012080860005,1,,121120000305684728,121120000305569848
9022012080860005,9022012080860005,1,,121120000305684863,121120000305569954
9022012080860005,9022012080860005,1,,121120000305686567,121120000305569216
9022012080860005,9022012080860005,1,,121120000305683990,121120000305568676
9022012080860005,9022012080860005,1,,121120000305685678,121120000305570325
9022012080860005,9022012080860005,1,,121120000305685768,121120000305570378
9022012080860005,9022012080860005,1,,121120000305685858,121120000305569156
9022012080860005,9022012080860005,1,,121120000305683956,121120000305569689
9022012080860005,9022012080860005,1,,121120000305684024,121120000305568736
9022012080860005,9022012080860005,1,,121120000305684058,121120000305568796
9022012080860005,9022012080860005,1,,121120000305685133,121120000305570166
9022012080860005,9022012080860005,1,,121120000305685313,121120000305570272
9022012080860005,9022012080860005,1,,121120000305685903,121120000304342262
9022012080860005,9022012080860005,1,,121120000305685948,121120000305569216
9022012080860005,9022012080860005,1,,121120000305686533,121120000305569636
9022012080860005,9022012080860005,1,,121120000305686550,121120000304342262
9022012080860005,9022012080860005,1,,121120000305686601,121120000305569276
9022012080860005,9022012080860005,1,,121120000305688647,121120000305569795
9022012080860005,9022012080860005,1,,121120000305689067,121120000305570219
9022012080860005,9022012080860005,1,,121120000305686861,121120000305568616
9022012080860005,9022012080860005,1,,121120000305688752,121120000305569901
9022012080860005,9022012080860005,1,,121120000305688962,121120000305570113
9022012080860005,9022012080860005,1,,121120000305684593,121120000305569742
9022012080860005,9022012080860005,1,,121120000305684998,121120000305570060
9022012080860005,9022012080860005,1,,121120000305686443,121120000305569576
9022012080860005,9022012080860005,1,,121120000305686652,121120000304342290
9022012080860005,9022012080860005,1,,121120000305688612,121120000304342178
9022012080860005,9022012080860005,1,,121120000305688822,121120000304342206
9022012080860005,9022012080860005,1,,121120000305688857,121120000305570007
9022012080860005,9022012080860005,1,,121120000305689032,121120000304342234
9022012080110009,9022012080110009,1,,121120000304260976,121120000304261147
9022012080110009,9022012080110009,1,,121120000304261432,121120000304261603
9022012080110009,9022012080110009,1,,121120000304261489,121120000304261660
9022012080110009,9022012080110009,1,,121120000304261660,121120000304261831
9022012080110009,9022012080110009,1,,121120000304261774,121120000304261945
9022012080110009,9022012080110009,1,,121120000304262002,121120000304272937
9022012080110009,9022012080110009,1,,121120000304262780,121120000304263300
9022012080110009,9022012080110009,1,,121120000304262780,121120000304263358
9022012080110009,9022012080110009,1,,121120000304262837,121120000304263416
9022012080110009,9022012080110009,1,,121120000304263010,121120000304263590
9022012080110009,9022012080110009,1,,121120000304263184,121120000304263764
9022012080110009,9022012080110009,1,,121120000304263242,121120000304263822
9022012080110009,9022012080110009,1,,121120000304263300,121120000304263880
9022012080110009,9022012080110009,1,,121120000304263358,121120000304263938
9022012080110009,9022012080110009,1,,121120000304263416,121120000304263996
9022012080110009,9022012080110009,1,,121120000304263996,121120000304264576
9022012080110009,9022012080110009,1,,121120000304264112,121120000304264692
9022012080110009,9022012080110009,1,,121120000304264402,121120000304264982
9022012080110009,9022012080110009,1,,121120000304264750,121120000304265214
9022012080110009,9022012080110009,1,,121120000304264924,121120000304265330
9022012080110009,9022012080110009,1,,121120000304265098,121120000304265502
9022012080110009,9022012080110009,1,,121120000304265156,121120000304265560
9022012080110009,9022012080110009,1,,121120000304265444,121120000304265850
9022012080110009,9022012080110009,1,,121120000304265560,121120000304265966
9022012080110009,9022012080110009,1,,121120000304265792,121120000304266198
9022012080110009,9022012080110009,1,,121120000304265966,121120000304266372
9022012080110009,9022012080110009,1,,121120000304266546,121120000304266952
9022012080110009,9022012080110009,1,,121120000304266778,121120000304268869
9022012080110009,9022012080110009,1,,121120000304267357,121120000304267937
9022012080110009,9022012080110009,1,,121120000304267473,121120000304268053
9022012080110009,9022012080110009,1,,121120000304267647,121120000304268207
9022012080110009,9022012080110009,1,,121120000304267705,121120000304268255
9022012080110009,9022012080110009,1,,121120000304267763,121120000304268601
9022012080110009,9022012080110009,1,,121120000304267879,121120000304268303
9022012080110009,9022012080110009,1,,121120000304261318,121120000304261489
9022012080110009,9022012080110009,1,,121120000304261546,121120000304261717
9022012080110009,9022012080110009,1,,121120000304262059,121120000304262173
9022012080110009,9022012080110009,1,,121120000304262552,121120000304262723
9022012080110009,9022012080110009,1,,121120000304262666,121120000304262952
9022012080110009,9022012080110009,1,,121120000304262666,121120000304263010
9022012080110009,9022012080110009,1,,121120000304262894,121120000304263474
9022012080110009,9022012080110009,1,,121120000304262952,121120000304263532
9022012080110009,9022012080110009,1,,121120000304263474,121120000304264054
9022012080110009,9022012080110009,1,,121120000304263648,121120000304264228
9022012080110009,9022012080110009,1,,121120000304263938,121120000304264518
9022012080110009,9022012080110009,1,,121120000304264054,121120000304264634
9022012080110009,9022012080110009,1,,121120000304264286,121120000304264866
9022012080110009,9022012080110009,1,,121120000304264518,121120000304265040
9022012080110009,9022012080110009,1,,121120000304264576,121120000304265098
9022012080110009,9022012080110009,1,,121120000304264634,121120000304268485
9022012080110009,9022012080110009,1,,121120000304265734,121120000304266140
9022012080110009,9022012080110009,1,,121120000304266198,121120000304266604
9022012080110009,9022012080110009,1,,121120000304266430,121120000304266836
9022012080110009,9022012080110009,1,,121120000304266720,121120000304267126
9022012080110009,9022012080110009,1,,121120000304266836,121120000304268984
9022012080110009,9022012080110009,1,,121120000304267010,121120000304269216
9022012080110009,9022012080110009,1,,121120000304267126,121120000304269390
9022012080110009,9022012080110009,1,,121120000304267821,121120000304268649
9022012080110009,9022012080110009,1,,121120000304267937,121120000304268697
9022012080110009,9022012080110009,1,,121120000304268984,121120000304269564
9022012080110009,9022012080110009,1,,121120000304269042,121120000304269622
9022012080110009,9022012080110009,1,,121120000304269332,121120000304269912
9022012080110009,9022012080110009,1,,121120000304269622,121120000304270202
9022012080110009,9022012080110009,1,,121120000304269912,121120000304270492
9022012080110009,9022012080110009,1,,121120000304271602,121120000304271716
9022012080110009,9022012080110009,1,,121120000304273657,121120000304273828
9022012080110009,9022012080110009,1,,121120000304273714,121120000304273885
9022012080110009,9022012080110009,1,,121120000304274227,121120000304274398
9022012080110009,9022012080110009,1,,121120000304274284,121120000304274455
9022012080110009,9022012080110009,1,,121120000304274683,121120000304274854
9022012080110009,9022012080110009,1,,121120000304275082,121120000304275290
9022012080110009,9022012080110009,1,,121120000304260919,121120000304261090
9022012080110009,9022012080110009,1,,121120000304261033,121120000304261204
9022012080110009,9022012080110009,1,,121120000304261147,121120000304261318
9022012080110009,9022012080110009,1,,121120000304261204,121120000304261375
9022012080110009,9022012080110009,1,,121120000304261261,121120000304261432
9022012080110009,9022012080110009,1,,121120000304261375,121120000304261546
9022012080110009,9022012080110009,1,,121120000304261603,121120000304261774
9022012080110009,9022012080110009,1,,121120000304261717,121120000304261888
9022012080110009,9022012080110009,1,,121120000304261888,121120000304262059
9022012080110009,9022012080110009,1,,121120000304261945,121120000304262116
9022012080110009,9022012080110009,1,,121120000304262116,121120000304262230
9022012080110009,9022012080110009,1,,121120000304262173,121120000304262344
9022012080110009,9022012080110009,1,,121120000304262230,121120000304262401
9022012080110009,9022012080110009,1,,121120000304262344,121120000304272994
9022012080110009,9022012080110009,1,,121120000304263068,121120000304263648
9022012080110009,9022012080110009,1,,121120000304263126,121120000304263706
9022012080110009,9022012080110009,1,,121120000304263532,121120000304264112
9022012080110009,9022012080110009,1,,121120000304263706,121120000304264286
9022012080110009,9022012080110009,1,,121120000304263764,121120000304264344
9022012080110009,9022012080110009,1,,121120000304263822,121120000304264402
9022012080110009,9022012080110009,1,,121120000304263880,121120000304264460
9022012080110009,9022012080110009,1,,121120000304264228,121120000304264808
9022012080110009,9022012080110009,1,,121120000304264692,121120000304265156
9022012080110009,9022012080110009,1,,121120000304264982,121120000304265387
9022012080110009,9022012080110009,1,,121120000304265040,121120000304265444
9022012080110009,9022012080110009,1,,121120000304265387,121120000304265792
9022012080110009,9022012080110009,1,,121120000304265850,121120000304266256
9022012080110009,9022012080110009,1,,121120000304266082,121120000304266488
9022012080110009,9022012080110009,1,,121120000304266372,121120000304266778
9022012080110009,9022012080110009,1,,121120000304266488,121120000304266894
9022012080110009,9022012080110009,1,,121120000304266894,121120000304269042
9022012080110009,9022012080110009,1,,121120000304267068,121120000304269332
9022012080110009,9022012080110009,1,,121120000304267299,121120000304267879
9022012080110009,9022012080110009,1,,121120000304269506,121120000304270086
9022012080110009,9022012080110009,1,,121120000304269738,121120000304270318
9022012080110009,9022012080110009,1,,121120000304269854,121120000304270434
9022012080110009,9022012080110009,1,,121120000304270260,121120000304267473
9022012080110009,9022012080110009,1,,121120000304270376,121120000304267589
9022012080110009,9022012080110009,1,,121120000304271545,121120000304271659
9022012080110009,9022012080110009,1,,121120000304271716,121120000304260691
9022012080110009,9022012080110009,1,,121120000304271716,121120000304273429
9022012080110009,9022012080110009,1,,121120000304271773,121120000304260748
9022012080110009,9022012080110009,1,,121120000304271773,121120000304273486
9022012080110009,9022012080110009,1,,121120000304273999,121120000304274170
9022012080110009,9022012080110009,1,,121120000304274170,121120000304274341
9022012080110009,9022012080110009,1,,121120000304274341,121120000304274512
9022012080110009,9022012080110009,1,,121120000304274398,121120000304274569
9022012080110009,9022012080110009,1,,121120000304274797,121120000304274911
9022012080110009,9022012080110009,1,,121120000304275025,121120000304275186
9022012080110009,9022012080110009,1,,121120000304260805,121120000304260976
9022012080110009,9022012080110009,1,,121120000304260862,121120000304261033
9022012080110009,9022012080110009,1,,121120000304261090,121120000304261261
9022012080110009,9022012080110009,1,,121120000304261831,121120000304262002
9022012080110009,9022012080110009,1,,121120000304262287,121120000304262448
9022012080110009,9022012080110009,1,,121120000304262609,121120000304262837
9022012080110009,9022012080110009,1,,121120000304262723,121120000304263184
9022012080110009,9022012080110009,1,,121120000304262723,121120000304263242
9022012080110009,9022012080110009,1,,121120000304263590,121120000304264170
9022012080110009,9022012080110009,1,,121120000304264170,121120000304264750
9022012080110009,9022012080110009,1,,121120000304264344,121120000304264924
9022012080110009,9022012080110009,1,,121120000304264460,121120000304268427
9022012080110009,9022012080110009,1,,121120000304264808,121120000304268543
9022012080110009,9022012080110009,1,,121120000304264866,121120000304265272
9022012080110009,9022012080110009,1,,121120000304265214,121120000304265618
9022012080110009,9022012080110009,1,,121120000304265272,121120000304265676
9022012080110009,9022012080110009,1,,121120000304265330,121120000304265734
9022012080110009,9022012080110009,1,,121120000304265502,121120000304265908
9022012080110009,9022012080110009,1,,121120000304265618,121120000304266024
9022012080110009,9022012080110009,1,,121120000304265676,121120000304266082
9022012080110009,9022012080110009,1,,121120000304265908,121120000304266314
9022012080110009,9022012080110009,1,,121120000304266024,121120000304266430
9022012080110009,9022012080110009,1,,121120000304266140,121120000304266546
9022012080110009,9022012080110009,1,,121120000304266256,121120000304266662
9022012080110009,9022012080110009,1,,121120000304266314,121120000304266720
9022012080110009,9022012080110009,1,,121120000304266604,121120000304267010
9022012080110009,9022012080110009,1,,121120000304266662,121120000304267068
9022012080110009,9022012080110009,1,,121120000304266952,121120000304269158
9022012080110009,9022012080110009,1,,121120000304267183,121120000304267763
9022012080110009,9022012080110009,1,,121120000304267241,121120000304267821
9022012080110009,9022012080110009,1,,121120000304267415,121120000304267995
9022012080110009,9022012080110009,1,,121120000304267531,121120000304268111
9022012080110009,9022012080110009,1,,121120000304267589,121120000304268159
9022012080110009,9022012080110009,1,,121120000304267995,121120000304268745
9022012080110009,9022012080110009,1,,121120000304268869,121120000304269448
9022012080110009,9022012080110009,1,,121120000304268926,121120000304269506
9022012080110009,9022012080110009,1,,121120000304269100,121120000304269680
9022012080110009,9022012080110009,1,,121120000304269158,121120000304269738
9022012080110009,9022012080110009,1,,121120000304269274,121120000304269854
9022012080110009,9022012080110009,1,,121120000304269448,121120000304270028
9022012080110009,9022012080110009,1,,121120000304269680,121120000304270260
9022012080110009,9022012080110009,1,,121120000304269796,121120000304270376
9022012080110009,9022012080110009,1,,121120000304270086,121120000304267299
9022012080110009,9022012080110009,1,,121120000304270144,121120000304267357
9022012080110009,9022012080110009,1,,121120000304270202,121120000304267415
9022012080110009,9022012080110009,1,,121120000304270492,121120000304267705
9022012080110009,9022012080110009,1,,121120000304271374,121120000304271488
9022012080110009,9022012080110009,1,,121120000304271431,121120000304271545
9022012080110009,9022012080110009,1,,121120000304273600,121120000304273771
9022012080110009,9022012080110009,1,,121120000304273771,121120000304273942
9022012080110009,9022012080110009,1,,121120000304273885,121120000304274056
9022012080110009,9022012080110009,1,,121120000304274113,121120000304274284
9022012080110009,9022012080110009,1,,121120000304274569,121120000304274740
9022012080110009,9022012080110009,1,,121120000304274740,121120000304275233
9022012080110009,9022012080110009,1,,121120000304274911,121120000304275082
9022012080110009,9022012080110009,1,,121120000304275233,121120000304275025
9022012080110009,9022012080110009,1,,121120000304269216,121120000304269796
9022012080110009,9022012080110009,1,,121120000304269390,121120000304269970
9022012080110009,9022012080110009,1,,121120000304269564,121120000304270144
9022012080110009,9022012080110009,1,,121120000304269970,121120000304267183
9022012080110009,9022012080110009,1,,121120000304270028,121120000304267241
9022012080110009,9022012080110009,1,,121120000304270318,121120000304267531
9022012080110009,9022012080110009,1,,121120000304270434,121120000304267647
9022012080110009,9022012080110009,1,,121120000304271317,121120000304271431
9022012080110009,9022012080110009,1,,121120000304271488,121120000304271602
9022012080110009,9022012080110009,1,,121120000304271659,121120000304271773
9022012080110009,9022012080110009,1,,121120000304272937,121120000304262287
9022012080110009,9022012080110009,1,,121120000304273543,121120000304273714
9022012080110009,9022012080110009,1,,121120000304273828,121120000304273999
9022012080110009,9022012080110009,1,,121120000304273942,121120000304274113
9022012080110009,9022012080110009,1,,121120000304274056,121120000304274227
9022012080110009,9022012080110009,1,,121120000304274455,121120000304274626
9022012080110009,9022012080110009,1,,121120000304274512,121120000304274683
9022012080110009,9022012080110009,1,,121120000304274626,121120000304274797
9022012080110009,9022012080110009,1,,121120000304274854,121120000304274968
9022012080110009,9022012080110009,1,,121120000304274968,121120000304275139
9022012080110009,9022012080110009,1,,121120000304930982,121120000304931156
9022012080110009,9022012080110009,1,,121120000304931330,121120000304931503
9022012080110009,9022012080110009,1,,121120000304931388,121120000304931561
9022012080110009,9022012080110009,1,,121120000304931561,121120000304931734
9022012080110009,9022012080110009,1,,121120000304931849,121120000304932022
9022012080110009,9022012080110009,1,,121120000304932080,121120000304932254
9022012080110009,9022012080110009,1,,121120000304932196,121120000304932370
9022012080110009,9022012080110009,1,,121120000304932428,121120000304932602
9022012080110009,9022012080110009,1,,121120000304932774,121120000304938964
9022012080110009,9022012080110009,1,,121120000304933333,121120000304933449
9022012080110009,9022012080110009,1,,121120000304933681,121120000304933797
9022012080110009,9022012080110009,1,,121120000304933739,121120000304930982
9022012080110009,9022012080110009,1,,121120000304934765,121120000304935059
9022012080110009,9022012080110009,1,,121120000304935823,121120000304936116
9022012080110009,9022012080110009,1,,121120000304935941,121120000304936234
9022012080110009,9022012080110009,1,,121120000304936116,121120000304936409
9022012080110009,9022012080110009,1,,121120000304936175,121120000304936468
9022012080110009,9022012080110009,1,,121120000304936234,121120000304936527
9022012080110009,9022012080110009,1,,121120000304936527,121120000304936819
9022012080110009,9022012080110009,1,,121120000304936586,121120000304936878
9022012080110009,9022012080110009,1,,121120000304937289,121120000304937583
9022012080110009,9022012080110009,1,,121120000304937466,121120000304937759
9022012080110009,9022012080110009,1,,121120000304937524,121120000304937818
9022012080110009,9022012080110009,1,,121120000304937641,121120000304937935
9022012080110009,9022012080110009,1,,121120000304938112,121120000304938405
9022012080110009,9022012080110009,1,,121120000304938637,121120000304938811
9022012080110009,9022012080110009,1,,121120000304931214,121120000304931388
9022012080110009,9022012080110009,1,,121120000304931272,121120000304931445
9022012080110009,9022012080110009,1,,121120000304931676,121120000304931849
9022012080110009,9022012080110009,1,,121120000304932022,121120000304932196
9022012080110009,9022012080110009,1,,121120000304933449,121120000304933565
9022012080110009,9022012080110009,1,,121120000304933507,121120000304933623
9022012080110009,9022012080110009,1,,121120000304933565,121120000304933681
9022012080110009,9022012080110009,1,,121120000304934941,121120000304935236
9022012080110009,9022012080110009,1,,121120000304935059,121120000304935354
9022012080110009,9022012080110009,1,,121120000304935236,121120000304935531
9022012080110009,9022012080110009,1,,121120000304935354,121120000304935647
9022012080110009,9022012080110009,1,,121120000304935413,121120000304935705
9022012080110009,9022012080110009,1,,121120000304935472,121120000304935764
9022012080110009,9022012080110009,1,,121120000304935589,121120000304935882
9022012080110009,9022012080110009,1,,121120000304935882,121120000304936175
9022012080110009,9022012080110009,1,,121120000304936293,121120000304936586
9022012080110009,9022012080110009,1,,121120000304936351,121120000304936644
9022012080110009,9022012080110009,1,,121120000304936468,121120000304936761
9022012080110009,9022012080110009,1,,121120000304936819,121120000304937112
9022012080110009,9022012080110009,1,,121120000304937112,121120000304937407
9022012080110009,9022012080110009,1,,121120000304937583,121120000304937877
9022012080110009,9022012080110009,1,,121120000304937759,121120000304938053
9022012080110009,9022012080110009,1,,121120000304937818,121120000304938112
9022012080110009,9022012080110009,1,,121120000304937935,121120000304938229
9022012080110009,9022012080110009,1,,121120000304938579,121120000304938753
9022012080110009,9022012080110009,1,,121120000304938695,121120000304934650
9022012080110009,9022012080110009,1,,121120000304938811,121120000304934823
9022012080110009,9022012080110009,1,,121120000304931156,121120000304931330
9022012080110009,9022012080110009,1,,121120000304931734,121120000304931907
9022012080110009,9022012080110009,1,,121120000304931791,121120000304931964
9022012080110009,9022012080110009,1,,121120000304931907,121120000304932080
9022012080110009,9022012080110009,1,,121120000304931964,121120000304932138
9022012080110009,9022012080110009,1,,121120000304932254,121120000304932428
9022012080110009,9022012080110009,1,,121120000304932312,121120000304932486
9022012080110009,9022012080110009,1,,121120000304932486,121120000304932660
9022012080110009,9022012080110009,1,,121120000304932717,121120000304938917
9022012080110009,9022012080110009,1,,121120000304933391,121120000304933507
9022012080110009,9022012080110009,1,,121120000304933623,121120000304933739
9022012080110009,9022012080110009,1,,121120000304933797,121120000304931040
9022012080110009,9022012080110009,1,,121120000304934650,121120000304934941
9022012080110009,9022012080110009,1,,121120000304934707,121120000304935000
9022012080110009,9022012080110009,1,,121120000304934823,121120000304935118
9022012080110009,9022012080110009,1,,121120000304934882,121120000304935177
9022012080110009,9022012080110009,1,,121120000304935295,121120000304935589
9022012080110009,9022012080110009,1,,121120000304935764,121120000304936057
9022012080110009,9022012080110009,1,,121120000304936057,121120000304936351
9022012080110009,9022012080110009,1,,121120000304936409,121120000304936703
9022012080110009,9022012080110009,1,,121120000304936644,121120000304936936
9022012080110009,9022012080110009,1,,121120000304936703,121120000304936995
9022012080110009,9022012080110009,1,,121120000304936761,121120000304937054
9022012080110009,9022012080110009,1,,121120000304937054,121120000304937348
9022012080110009,9022012080110009,1,,121120000304937171,121120000304937466
9022012080110009,9022012080110009,1,,121120000304937230,121120000304937524
9022012080110009,9022012080110009,1,,121120000304937348,121120000304937641
9022012080110009,9022012080110009,1,,121120000304931040,121120000304931214
9022012080110009,9022012080110009,1,,121120000304931098,121120000304931272
9022012080110009,9022012080110009,1,,121120000304931445,121120000304931618
9022012080110009,9022012080110009,1,,121120000304931503,121120000304931676
9022012080110009,9022012080110009,1,,121120000304937407,121120000304937700
9022012080110009,9022012080110009,1,,121120000304937700,121120000304937994
9022012080110009,9022012080110009,1,,121120000304937994,121120000304938288
9022012080110009,9022012080110009,1,,121120000304938053,121120000304938347
9022012080110009,9022012080110009,1,,121120000304938229,121120000304938521
9022012080110009,9022012080110009,1,,121120000304938753,121120000304934707
9022012080110009,9022012080110009,1,,121120000304931618,121120000304931791
9022012080110009,9022012080110009,1,,121120000304932138,121120000304932312
9022012080110009,9022012080110009,1,,121120000304932370,121120000304932544
9022012080110009,9022012080110009,1,,121120000304932544,121120000304932717
9022012080110009,9022012080110009,1,,121120000304932602,121120000304932774
9022012080110009,9022012080110009,1,,121120000304932660,121120000304938869
9022012080110009,9022012080110009,1,,121120000304935000,121120000304935295
9022012080110009,9022012080110009,1,,121120000304935118,121120000304935413
9022012080110009,9022012080110009,1,,121120000304935177,121120000304935472
9022012080110009,9022012080110009,1,,121120000304935531,121120000304935823
9022012080110009,9022012080110009,1,,121120000304935647,121120000304935941
9022012080110009,9022012080110009,1,,121120000304935705,121120000304935999
9022012080110009,9022012080110009,1,,121120000304935999,121120000304936293
9022012080110009,9022012080110009,1,,121120000304936878,121120000304937171
9022012080110009,9022012080110009,1,,121120000304936936,121120000304937230
9022012080110009,9022012080110009,1,,121120000304936995,121120000304937289
